,text,accept,bug_fix,feature_addition,performance_improvement
1850,    [ib] uverbs: add a mask of device methods allowed for userspace          give each device a uverbs_cmd_mask  so that a low-level driver can     control which methods may be called on behalf of userspace.          signed-off-by: roland dreier <rolandd@cisco.com> ,['feature_addition'],0,1,0
1851,    feature: allow embedding topics without creating them  by id ,['feature_addition'],0,1,0
1852,    drm/amdgpu: remove *_mc_access from display funcs          these are no longer needed now that we use the fb_location     programmed by the vbios.          acked-by: christian könig <christian.koenig@amd.com>     signed-off-by: alex deucher <alexander.deucher@amd.com> ,['performance_improvement'],0,0,1
1853,    refactor(core): misc refactoring to support upcoming changes to improve synthetic host bindings (#35884)          this commit performs a few updates to internal functions that would be required in upcoming changes to support synthetic host bindings in directives.          * the `elementpropertyinternal` function was refactored to accept renderer as an argument (prior to that  t,['performance_improvement'],0,0,1
1854,    added endpoint routing support (#7608)          - basic endpoint routing support to for signalr hubs  connectionhandler and iconnectionbuilder endpoints     - updated all functional tests and samples to use it     - added all attributes as metadata from hubs and connectionhandlers     - added a test to verify client is rejected if auth is ineffective ,['feature_addition'],0,1,0
1855,    [alsa] hda-codec - a new model for fujitsu s7020          modules: hda codec driver          added a new model 'fujitsu' to alc260 config for fujitsu s7020.          signed-off-by: takashi iwai <tiwai@suse.de> ,['feature_addition'],0,1,0
1856,    coda: get rid of coda_alloc()          these days we have kvzalloc() so we can delete coda_alloc().          i made a couple related changes in coda_psdev_write().  first  i added     some error handling to avoid a null dereference if the allocation     failed.  second  i used kvmalloc() instead of kvzalloc() because we copy     over the memory on the next line so there is no n,"['performance_improvement', 'feature_addition']",0,1,1
1857,    reorganize source code in preparation to move into aspnet/aspnetcore     prior to reorganization  this source code was found in https://github.com/aspnet/signalr/tree/c852bdcc332ffb998ec6a5b226e35d5e74d24009 ,['performance_improvement'],0,0,1
1858,    added `sort_mode` option that defines what value to pick in the case the sort field is multi-valued.          the `min` and `max` sort modes are supported for all field types. either the lowest value or the highest value is picked. in addition to that number based fields also support `sum` and `avg` as sort mode. if `sum` sort mode is used then all the values for a field and be,['feature_addition'],0,1,0
1859,    regenerated functionn  abstractfunctionn  etc.          to properly specialize on primitive types (scala.int  instead of     scala.runtime.int). now closures should be indeed specialized. no     review. ,['performance_improvement'],0,0,1
1860,    polish thumbar code.          * fix a memory leak in thumbar initialization.     * check the number of thumbar buttons  should be <= 7.     * correct to check thumbar button click event. ,"['bug_fix', 'performance_improvement']",1,0,1
1861,    fix typo in lxc_template.go          signed-off-by: arnaud porterie <arnaud.porterie@docker.com> ,['bug_fix'],1,0,0
1862,    remove duplicated import ,['performance_improvement'],0,0,1
1863,    cleanup freeze methods and move them down to queryshardcontext ,['performance_improvement'],0,0,1
1864,    ieee802154: introduce sysfs file          this patch moves the sysfs handling in a own file. this is like wireless     sysfs file handling.          signed-off-by: alexander aring <alex.aring@gmail.com>     signed-off-by: marcel holtmann <marcel@holtmann.org> ,['feature_addition'],0,1,0
1865,    daemon/config: fix filter type in buildkit gc config          for backwards compatibility  the old incorrect object format for     builder.gc.rule.filter still works but is deprecated in favor of array of     strings akin to what needs to be passed on the cli.          signed-off-by: tibor vass <tibor@docker.com> ,['bug_fix'],1,0,0
1866,    convert all coffeescript to javascript. see:          http://meta.discourse.org/t/is-it-better-for-discourse-to-use-javascript-or-coffeescript/3153 ,['feature_addition'],0,1,0
1867,    brcmfmac: support save&restore firmware feature          save & restore is an advanced power saving feature      supported only on selected devices.     sr operation is almost completely transparent to the driver.     support for it is hardware and firmware dependent.          reviewed-by: hante meuleman <meuleman@broadcom.com>     reviewed-by: arend van spriel <arend@broadcom.,"['feature_addition', 'performance_improvement']",0,1,1
1868,    refactor(ivy): remove `i18nconfigurelocalize` instruction (#31609)          this has been replaced by the `loadtranslations()` function in     `@angular/localize/run_time`.          pr close #31609 ,['performance_improvement'],0,0,1
1869,    added rrdcalc management; preparation for expression evaluation ,['feature_addition'],0,1,0
1870,    update documentation and code to use _action callbacks ,['feature_addition'],0,1,0
1871,    some work on classpaths.          at https://lampsvn.epfl.ch/trac/scala/wiki/classpath modulo some minor     details which remain to be investigated. it is not entirely integrated      and should not involve any behavioral changes. the patch also contains a     number of small improvements targetting widely duplicated code.          pathresolver offers a main method. if run wit,"['performance_improvement', 'bug_fix']",1,0,1
1872,    [media] media: vb2: fix regression on poll() for rw mode          when using a device is read/write mode  vb2 does not handle properly the     first select/poll operation.          the reason for this  is that when this code has been refactored  some of     the operations have changed their order  and now fileio emulator is not     started.          the reintroduced check to th,['bug_fix'],1,0,0
1873,    fix: autoprefixer is now working (#16351)          the autoprefixer not working broke the phantomjs backend png rendering          fixes #16345 ,['bug_fix'],1,0,0
1874,"    drm/nouveau/nouveau: fix incorrect sizeof on args.src an args.dst          the sizeof is currently on args.src and args.dst and should be on     *args.src and *args.dst. fortunately these sizes just so happen     to be the same size so it worked  however  this should be fixed     and it also cleans up static analysis warnings          addresses-coverity: (""sizeof not portable"")","['bug_fix', 'performance_improvement']",1,0,1
1875,    removed unnecessary projects (#4586) (#4612) ,['performance_improvement'],0,0,1
1876,    add some webapi/v3.           * [users](https://developer.github.com/v3/users/) get-a-single-user      * [issues/comments](https://developer.github.com/v3/issues/comments/) list-comments-on-an-issue  create-a-comment      * [pull requests](https://developer.github.com/v3/pulls/) list-pull-requests  get-a-single-pull-request  list-commits-on-a-pull-request      * [repositories](,['feature_addition'],0,1,0
